staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,start_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,skills,languages,certifications,employment_type,education_level,work_schedule,performance_rating,vacation_days_per_year,sick_days_per_year,is_active,end_date,termination_reason,date_of_birth,nationality
11bb0b27-03b3-4ad7-a660-84911013610f,4802786c-82dd-43e1-9412-75ee46bbbdee,Jonathan,Moore,M,Chief Engineer,Maintenance,Executive,2012-04-11,375762.45,74275.73,On-Call,jonathan.moore@hotelgroup.com,+1-260-541-2349,Carly Moore,Friend,+1-938-306-9119,"Safety Procedures, Technical Skills, Equipment Repair",Japanese (Native),"Food Safety Manager, Hotel Management Certificate",Seasonal,Vocational Training,Summer Only,Meets Expectations,22,6,True,,,1973-02-08,North America
2d9e33ef-efb6-4f3a-9409-aa89749f42da,4802786c-82dd-43e1-9412-75ee46bbbdee,Emily,Woods,F,HVAC Technician,Maintenance,Intermediate,2016-06-24,62952.45,11301.38,Day,emily.woods@luxuryhotels.com,+1-606-326-4840,Kimberly Haas,Spouse,+1-527-846-7496,"Safety Procedures, Equipment Repair, Technical Skills","Chinese (Native), Japanese (Basic), Arabic (Intermediate), English (Fluent)",,Full-time,Master's Degree,8-4,Meets Expectations,16,5,True,,,1998-01-12,North America
ee006c2a-5afc-4b80-9422-bf24f8021442,4802786c-82dd-43e1-9412-75ee46bbbdee,Raymond,Perron,M,Plumber,Maintenance,Intermediate,2023-01-06,74299.45,11673.41,On-Call,raymond.perron@luxuryhotels.com,+1-665-770-3357,Edward Harris,Parent,+1-226-497-5843,"Safety Procedures, Technical Skills",Russian (Native),,Part-time,Bachelor's Degree,30 hours/week,Exceeds Expectations,20,9,True,,,1996-02-09,North America
e5dc3cbc-6dab-4e38-9fcb-373092f2cb82,4802786c-82dd-43e1-9412-75ee46bbbdee,Maria,Roberts,F,Plumber,Maintenance,Intermediate,2019-07-19,51792.5,5254.89,Day,maria.roberts@hospitalitygroup.com,+1-356-622-3060,Michael Jackson,Spouse,+1-934-251-5766,"Equipment Repair, Technical Skills","French (Native), English (Fluent)",,Full-time,Bachelor's Degree,8-4,Needs Improvement,19,6,True,,,1991-02-14,North America
cd65a8ae-3b87-4410-996f-8cd7546a2626,4802786c-82dd-43e1-9412-75ee46bbbdee,George,Lewis,M,Electrician,Maintenance,Intermediate,2024-12-23,76357.83,6708.33,Day,georgel@luxuryhotels.com,+1-215-700-8869,Joseph Gordon,Spouse,+1-387-964-2726,"Safety Procedures, Technical Skills, Equipment Repair",Russian (Native),,Seasonal,Vocational Training,Summer Only,Needs Improvement,18,6,True,,,1995-11-19,North America
3a08c69d-8ed3-439e-a139-9fcf71c4b41a,4802786c-82dd-43e1-9412-75ee46bbbdee,Zoé,Salas,F,HVAC Technician,Maintenance,Intermediate,2024-03-18,71134.22,13875.71,On-Call,zsalas@hotelgroup.com,+1-223-243-8080,Mr. Jonathon Norris,Sibling,+1-946-648-1512,"Equipment Repair, Technical Skills, Safety Procedures","English (Native), Chinese (Fluent), Russian (Basic)",,Full-time,Bachelor's Degree,Shift Work,Exceeds Expectations,20,5,True,,,2002-09-16,North America
13df19a0-c06b-444f-8fbb-1fa146ad99d1,4802786c-82dd-43e1-9412-75ee46bbbdee,Erika,Dean,F,Maintenance Technician,Maintenance,Junior,2026-10-16,40851.91,2236.09,On-Call,erika.dean@hospitalitygroup.com,+1-664-225-7877,Beth Gonzalez,Sibling,+1-844-753-2670,"Technical Skills, Equipment Repair, Safety Procedures","French (Native), Russian (Fluent), German (Intermediate), Japanese (Fluent)",,Full-time,High School,10-6,Meets Expectations,15,12,True,,,1988-03-20,North America
00ae2518-da32-4651-a9d3-625b3187e8ce,4802786c-82dd-43e1-9412-75ee46bbbdee,Vincent,Tremblay,M,Plumber,Maintenance,Intermediate,2017-07-18,81481.71,6022.7,On-Call,vincent.tremblay@luxuryhotels.com,+1-769-595-7535,April Gonzales,Friend,+1-816-906-2826,"Equipment Repair, Technical Skills","Russian (Native), Arabic (Fluent)",,Full-time,High School,10-6,Exceeds Expectations,17,6,True,,,1982-04-05,North America
1050d4e8-d072-43d1-8594-58bddfe19077,4802786c-82dd-43e1-9412-75ee46bbbdee,Angela,Rodriguez,F,Plumber,Maintenance,Intermediate,2019-04-04,73628.83,11863.39,On-Call,angelar@luxuryhotels.com,+1-423-783-1051,Edward Perkins,Friend,+1-328-720-7182,"Safety Procedures, Equipment Repair","German (Native), Russian (Intermediate), Spanish (Basic)",,Full-time,Vocational Training,10-6,Exceeds Expectations,15,7,True,,,1995-12-26,North America
3944c2fe-c229-4ef2-a976-fd0511c514b9,4802786c-82dd-43e1-9412-75ee46bbbdee,Emma,Laflamme,F,Plumber,Maintenance,Intermediate,2022-10-06,62258.77,6842.16,Day,emmal@hospitalitygroup.com,+1-975-591-4794,David Bryant,Sibling,+1-268-573-3415,"Safety Procedures, Equipment Repair, Technical Skills",German (Native),,Full-time,Bachelor's Degree,8-4,Meets Expectations,15,7,True,,,2001-02-12,North America
8bbb4a77-6a7e-4e78-96cd-06c396e86470,4802786c-82dd-43e1-9412-75ee46bbbdee,Sharon,Owen,F,HVAC Technician,Maintenance,Intermediate,2019-06-21,70328.0,10180.12,On-Call,sowen@luxuryhotels.com,+1-321-411-1675,Ashley Wiggins,Spouse,+1-365-380-5621,"Technical Skills, Safety Procedures",French (Native),,Full-time,High School,8-4,Meets Expectations,16,7,True,,,1989-02-09,North America
698671c0-cea2-4d63-b8ea-d6afd8e79794,4802786c-82dd-43e1-9412-75ee46bbbdee,Frédérique,Lavallée,F,Maintenance Technician,Maintenance,Junior,2021-09-27,52543.16,7742.36,Day,frédériquel@luxuryhotels.com,+1-966-526-8046,Justin Patterson,Sibling,+1-536-668-6358,"Technical Skills, Safety Procedures, Equipment Repair",Spanish (Native),,Full-time,Bachelor's Degree,10-6,Meets Expectations,13,5,True,,,1986-09-08,North America
4cb3f8e8-e08c-426e-94dc-ef86c8b1acba,4802786c-82dd-43e1-9412-75ee46bbbdee,Kari,Rodriguez,F,Electrician,Maintenance,Intermediate,2016-10-13,65056.48,6245.88,On-Call,kari.rodriguez@hospitalitygroup.com,+1-729-615-7169,Justin Scott,Parent,+1-411-534-4235,"Equipment Repair, Technical Skills","Arabic (Native), Japanese (Basic)",,Full-time,High School,10-6,Meets Expectations,15,6,True,,,1993-03-05,North America
c6ef29a2-a6ee-405d-9ab6-c46d0c7a38ed,4802786c-82dd-43e1-9412-75ee46bbbdee,John,Roberts,M,Maintenance Technician,Maintenance,Junior,2022-04-06,39532.81,7616.3,On-Call,jroberts@hotelgroup.com,+1-816-665-9279,Christine Robinson,Friend,+1-451-631-9573,"Technical Skills, Equipment Repair, Safety Procedures","Chinese (Native), Arabic (Fluent)",,Full-time,Bachelor's Degree,8-4,Meets Expectations,15,8,True,,,1988-09-14,North America
81a5fce8-a364-414f-9a26-cf86db2580fe,4802786c-82dd-43e1-9412-75ee46bbbdee,Clémence,St-Laurent,F,Maintenance Technician,Maintenance,Junior,2022-01-17,51180.77,5549.6,On-Call,cst-laurent@hotelgroup.com,+1-266-240-2335,Darlene Richardson,Friend,+1-223-876-4130,"Technical Skills, Equipment Repair, Safety Procedures",German (Native),,Full-time,High School,Shift Work,Unsatisfactory,15,7,True,,,1983-09-24,North America
2f61d999-fd6d-4842-9a1e-d1fab61ee683,4802786c-82dd-43e1-9412-75ee46bbbdee,Jean,Beauchamp,M,Electrician,Maintenance,Intermediate,2021-11-22,69576.18,12456.81,Day,jean.beauchamp@hotelgroup.com,+1-513-421-3372,Mr. Henry Parks,Friend,+1-801-634-2571,"Safety Procedures, Equipment Repair","Spanish (Native), English (Basic)",,Part-time,Bachelor's Degree,30 hours/week,Meets Expectations,17,9,False,2025-04-16,Resigned,2002-11-11,North America
a003f78b-866c-4dfb-b38f-6e2867a61196,4802786c-82dd-43e1-9412-75ee46bbbdee,Noémie,Roy,F,Electrician,Maintenance,Intermediate,2025-08-27,44513.67,8809.48,On-Call,noémier@hotelgroup.com,+1-538-869-6184,Holly Baker,Parent,+1-729-951-2954,"Technical Skills, Equipment Repair, Safety Procedures","Japanese (Native), Arabic (Fluent)",,Full-time,High School,9-5,Meets Expectations,15,12,True,,,1996-04-06,North America
4f7f87c7-73c8-4d8d-87f6-c1e3680282d8,4802786c-82dd-43e1-9412-75ee46bbbdee,Élisabeth,Thibodeau,F,Groundskeeper,Maintenance,Intermediate,2022-09-19,68775.79,8088.03,On-Call,élisabeth.thibodeau@hospitalitygroup.com,+1-215-205-9617,Donald Brady,Sibling,+1-349-404-7284,"Technical Skills, Equipment Repair, Safety Procedures",Arabic (Native),,Full-time,High School,9-5,Meets Expectations,18,7,True,,,1999-12-05,North America
a9904c52-0116-4498-8b99-83b92251fbd2,4802786c-82dd-43e1-9412-75ee46bbbdee,Modesto,Miramontes,M,Maintenance Technician,Maintenance,Junior,2025-05-26,55264.23,8788.23,On-Call,mmiramontes@hospitalitygroup.com,+1-428-666-7557,Janet Mejia,Parent,+1-735-671-1379,"Safety Procedures, Technical Skills, Equipment Repair",Russian (Native),,Full-time,Master's Degree,8-4,Meets Expectations,10,12,True,,,1986-07-19,North America
dd1237bc-fad5-4a03-92c9-83987c99b891,4802786c-82dd-43e1-9412-75ee46bbbdee,Xavier,Paquette,M,Electrician,Maintenance,Intermediate,2016-05-17,66181.38,8716.84,On-Call,xavierp@luxuryhotels.com,+1-883-507-2836,Justin Flores,Parent,+1-802-753-2549,"Equipment Repair, Safety Procedures, Technical Skills",French (Native),,Full-time,High School,9-5,Meets Expectations,18,5,False,2025-10-08,Retired,1981-02-02,North America
10e19c08-525b-48f3-a165-17cf6665d63d,4802786c-82dd-43e1-9412-75ee46bbbdee,Juliette,Leduc,F,Groundskeeper,Maintenance,Intermediate,2024-04-18,52737.47,7492.72,On-Call,jleduc@hotelgroup.com,+1-810-200-1296,Kathryn Medina,Sibling,+1-434-651-3813,"Safety Procedures, Technical Skills, Equipment Repair","Spanish (Native), French (Intermediate)",,Part-time,Vocational Training,Weekends Only,Meets Expectations,18,12,True,,,1988-07-09,North America
1add4000-7466-4f11-b2ab-15f94e2f6f15,4802786c-82dd-43e1-9412-75ee46bbbdee,Jérôme,Labonté,M,Groundskeeper,Maintenance,Intermediate,2018-07-19,89266.74,7251.89,Day,jérôme.labonté@hospitalitygroup.com,+1-681-403-8498,Victoria Branch MD,Sibling,+1-892-624-2341,"Safety Procedures, Equipment Repair, Technical Skills","English (Native), German (Basic), Spanish (Intermediate), Japanese (Intermediate)",,Full-time,Bachelor's Degree,Shift Work,Exceeds Expectations,15,8,True,,,2000-02-08,North America
2a2ef823-0a7b-48e1-9035-eb2c77ef5bd3,4802786c-82dd-43e1-9412-75ee46bbbdee,Dustin,Williams,M,Electrician,Maintenance,Intermediate,2018-11-12,86351.79,4483.93,Day,dustin.williams@luxuryhotels.com,+1-311-203-2710,Kimberly Murphy,Parent,+1-724-840-8137,"Technical Skills, Equipment Repair, Safety Procedures",Japanese (Native),,Full-time,High School,Shift Work,Meets Expectations,15,8,True,,,1986-01-02,North America
ece23ed7-6a68-4e62-bddb-185cfb375960,4802786c-82dd-43e1-9412-75ee46bbbdee,Nicholas,Mccoy,M,Groundskeeper,Maintenance,Intermediate,2018-02-07,76421.77,9131.3,On-Call,nicholas.mccoy@hotelgroup.com,+1-854-359-3642,Natalie Dickerson,Parent,+1-622-769-5526,"Safety Procedures, Technical Skills, Equipment Repair",Japanese (Native),,Part-time,High School,Weekends Only,Meets Expectations,19,9,True,,,1983-02-01,North America
72f3e056-2e5d-43ae-8fc8-3e44975dd4f6,4802786c-82dd-43e1-9412-75ee46bbbdee,Martín,Arroyo,F,Plumber,Maintenance,Intermediate,2018-03-26,58418.92,2927.03,Day,martína@hospitalitygroup.com,+1-831-327-4310,Mario Contreras,Sibling,+1-984-859-5747,"Equipment Repair, Safety Procedures, Technical Skills","Chinese (Native), Russian (Basic), French (Fluent), Japanese (Intermediate)",,Full-time,Bachelor's Degree,8-4,Meets Expectations,17,9,True,,,1984-09-18,North America
d1064073-a346-4507-bb6d-54a7eee208a1,4802786c-82dd-43e1-9412-75ee46bbbdee,Lorraine,Trudel,F,Groundskeeper,Maintenance,Intermediate,2022-04-21,58833.94,11302.1,Day,lorrainet@luxuryhotels.com,+1-377-379-1096,Stephanie Kelley,Sibling,+1-651-513-5603,"Equipment Repair, Safety Procedures","Arabic (Native), German (Basic)",,Full-time,Bachelor's Degree,10-6,Exceeds Expectations,15,12,True,,,1993-05-11,North America
7b4e149a-4fd3-40fc-a05b-9da939a82ab6,4802786c-82dd-43e1-9412-75ee46bbbdee,Jacobo,Briseño,M,Maintenance Technician,Maintenance,Junior,2026-05-19,42598.52,7214.97,Day,jbriseño@luxuryhotels.com,+1-694-889-8208,Valerie Ramirez,Friend,+1-582-496-6913,"Safety Procedures, Equipment Repair, Technical Skills","Russian (Native), French (Fluent)",,Part-time,High School,20 hours/week,Needs Improvement,15,7,False,,,1989-12-12,North America
3d010fe8-74c9-46e7-8c41-b05a5e7c7e64,4802786c-82dd-43e1-9412-75ee46bbbdee,Hernán,Carvajal,F,Plumber,Maintenance,Intermediate,2017-03-08,106451.62,10819.53,Day,hernán.carvajal@hospitalitygroup.com,+1-592-257-2771,Francisco Flores,Sibling,+1-236-329-2807,"Equipment Repair, Technical Skills, Safety Procedures","Japanese (Native), English (Fluent), Arabic (Intermediate)",,Part-time,Bachelor's Degree,Weekends Only,Meets Expectations,16,6,True,,,1981-07-10,North America
d12ad4d0-d183-4155-a1cc-73d141f766b4,4802786c-82dd-43e1-9412-75ee46bbbdee,Miriam,Sevilla,F,HVAC Technician,Maintenance,Intermediate,2023-06-16,48081.83,5134.53,Day,miriams@hotelgroup.com,+1-811-545-4922,Robert Jimenez,Sibling,+1-680-848-2328,"Safety Procedures, Technical Skills, Equipment Repair","Chinese (Native), Russian (Fluent)",,Full-time,Bachelor's Degree,10-6,Meets Expectations,20,9,True,,,2001-01-15,North America
dd731032-ba08-47a1-becf-93b592522907,4802786c-82dd-43e1-9412-75ee46bbbdee,Jonathan,Malone,M,Electrician,Maintenance,Intermediate,2018-09-11,53824.65,9083.33,On-Call,jonathanm@luxuryhotels.com,+1-864-266-5030,Barry Freeman,Sibling,+1-682-719-3420,"Safety Procedures, Technical Skills, Equipment Repair","Russian (Native), English (Basic), Japanese (Basic)",,Full-time,Bachelor's Degree,9-5,Meets Expectations,16,7,True,,,1994-06-09,North America
b87a690b-c954-4c0e-9170-95c2601c7944,4802786c-82dd-43e1-9412-75ee46bbbdee,Susan,Smith,F,Plumber,Maintenance,Intermediate,2019-07-01,71093.27,9774.77,Day,susans@luxuryhotels.com,+1-710-479-6877,Kenneth Martinez,Sibling,+1-327-409-9538,"Equipment Repair, Safety Procedures, Technical Skills","Chinese (Native), Japanese (Basic), English (Intermediate), Spanish (Intermediate)",,Full-time,Master's Degree,10-6,Meets Expectations,20,7,True,,,2001-04-04,North America
e9a2b562-a110-4e05-a6cb-b5df281c6ec0,4802786c-82dd-43e1-9412-75ee46bbbdee,Erik,Barnes,M,Maintenance Technician,Maintenance,Junior,2021-09-27,64106.15,12045.43,Day,ebarnes@hospitalitygroup.com,+1-590-290-1553,Amanda Clark,Spouse,+1-285-948-9545,"Safety Procedures, Equipment Repair, Technical Skills","French (Native), German (Intermediate), Spanish (Basic)",,Full-time,High School,Shift Work,Meets Expectations,10,12,True,,,1999-09-10,North America
ef2af485-4c3c-4432-aa0e-aa5dc5473494,4802786c-82dd-43e1-9412-75ee46bbbdee,Octavio,Ordóñez,M,HVAC Technician,Maintenance,Intermediate,2018-02-08,69265.91,11106.11,Day,oordóñez@hospitalitygroup.com,+1-212-615-5815,Tony Lynch,Parent,+1-623-471-3770,"Equipment Repair, Technical Skills, Safety Procedures","Chinese (Native), Arabic (Basic)",,Full-time,Bachelor's Degree,10-6,Exceeds Expectations,16,11,True,,,1984-04-24,North America
3e4d8a54-dea6-4d7a-8922-0ce8bfda1dc8,4802786c-82dd-43e1-9412-75ee46bbbdee,Henry,Evans,M,Sales & Marketing Director,Sales & Marketing,Executive,2014-12-11,376103.19,52687.58,Day,henry.evans@hotelgroup.com,+1-592-356-1254,Timothy Glass,Parent,+1-960-902-4140,"CRM Systems, Digital Marketing, Presentation Skills",Chinese (Native),"Food Safety Manager, CHIA",Seasonal,Vocational Training,Peak Season,Exceeds Expectations,20,9,True,,,1995-07-19,North America
0a0b2b44-497b-45a1-a0dd-9adaba8c01d2,4802786c-82dd-43e1-9412-75ee46bbbdee,Dominique,Laliberté,F,Revenue Analyst,Sales & Marketing,Intermediate,2023-01-24,68540.31,4519.95,Day,dominique.laliberté@hotelgroup.com,+1-570-591-1649,Bruce Wheeler,Sibling,+1-267-378-2312,"Digital Marketing, CRM Systems, Negotiation","French (Native), Japanese (Basic), German (Basic)",,Full-time,High School,9-5,Meets Expectations,18,9,True,,,2004-01-04,North America
915446aa-aab1-49f4-9bdd-4d10d940bf0c,4802786c-82dd-43e1-9412-75ee46bbbdee,Isabelle,Leclerc,F,Marketing Coordinator,Sales & Marketing,Intermediate,2018-10-04,67053.18,7612.65,Day,isabellel@hotelgroup.com,+1-898-903-9638,Jack Baker,Friend,+1-550-432-3757,"Presentation Skills, Negotiation, CRM Systems, Digital Marketing","Arabic (Native), French (Intermediate)",,Part-time,Bachelor's Degree,Weekends Only,Meets Expectations,19,12,True,,,1998-06-07,North America
6fece21b-6614-44a3-aa55-beebe0091a35,4802786c-82dd-43e1-9412-75ee46bbbdee,Samantha,Rios,F,Event Planner,Sales & Marketing,Intermediate,2018-08-23,84288.93,16579.63,Day,srios@hotelgroup.com,+1-753-613-9418,Ryan Williams,Spouse,+1-512-882-5744,"Negotiation, Presentation Skills, CRM Systems, Digital Marketing","Arabic (Native), English (Basic), Russian (Fluent)",,Full-time,High School,8-4,Meets Expectations,16,10,True,,,1993-03-11,North America
d1ad9f68-bb52-4c3b-89e2-125002d6a433,4802786c-82dd-43e1-9412-75ee46bbbdee,Esteban,Reyna,M,Sales Executive,Sales & Marketing,Intermediate,2018-12-17,82962.03,5195.44,Day,ereyna@hospitalitygroup.com,+1-292-236-1041,Stephanie Andrews,Sibling,+1-544-658-8885,"Digital Marketing, CRM Systems, Presentation Skills, Negotiation","Spanish (Native), Japanese (Fluent), English (Intermediate), Arabic (Intermediate)",,Full-time,High School,10-6,Meets Expectations,16,5,True,,,1979-10-14,North America
a8d8c147-6799-4043-8d24-c120bd780f19,4802786c-82dd-43e1-9412-75ee46bbbdee,Concepción,Montoya,M,Sales Executive,Sales & Marketing,Intermediate,2024-05-17,52976.34,7052.28,Day,concepciónm@luxuryhotels.com,+1-219-721-3574,Steve Terry,Friend,+1-299-682-2840,"Negotiation, CRM Systems, Digital Marketing","Japanese (Native), English (Fluent), Arabic (Fluent), Russian (Intermediate)",,Full-time,Bachelor's Degree,10-6,Exceeds Expectations,17,9,True,,,2001-11-30,North America
f49962f9-d443-4ef4-aecd-85e799d38dac,4802786c-82dd-43e1-9412-75ee46bbbdee,David,Thibault,M,Sales Executive,Sales & Marketing,Intermediate,2021-01-22,92969.05,6502.64,Day,davidt@luxuryhotels.com,+1-597-990-6907,John Meyers,Friend,+1-376-412-2167,"Digital Marketing, Presentation Skills, CRM Systems, Negotiation",Japanese (Native),,Full-time,Master's Degree,9-5,Needs Improvement,19,11,False,2022-04-19,Retired,1987-04-12,North America
f98d11ab-1fdc-420b-b701-8f209b42e774,4802786c-82dd-43e1-9412-75ee46bbbdee,Mathilde,Croteau,F,Marketing Coordinator,Sales & Marketing,Intermediate,2021-04-14,52329.84,5431.29,Day,mcroteau@hospitalitygroup.com,+1-670-502-2232,Megan Aguilar,Friend,+1-569-471-4638,"CRM Systems, Presentation Skills, Negotiation, Digital Marketing","Arabic (Native), Chinese (Basic)",,Full-time,Bachelor's Degree,Shift Work,Exceeds Expectations,16,6,True,,,1994-12-11,North America
e6b0cc08-a352-43d5-b7aa-8fc05135073a,4802786c-82dd-43e1-9412-75ee46bbbdee,Julio César,Chávez,M,Sales Executive,Sales & Marketing,Intermediate,2022-09-19,59490.45,7476.47,Day,jchávez@luxuryhotels.com,+1-538-956-5257,Frank Lopez,Friend,+1-667-256-7767,"CRM Systems, Digital Marketing, Presentation Skills, Negotiation",Arabic (Native),,Full-time,High School,9-5,Meets Expectations,16,9,True,,,1990-09-17,North America
36855fff-f8a5-4bc6-adf1-d2f5f1fe0f0d,4802786c-82dd-43e1-9412-75ee46bbbdee,Rachel,Barnett,F,Marketing Coordinator,Sales & Marketing,Intermediate,2019-02-22,58525.28,9273.6,Day,rachelb@hotelgroup.com,+1-200-327-3712,Jennifer Lester,Spouse,+1-371-568-6001,"CRM Systems, Digital Marketing, Negotiation, Presentation Skills",Japanese (Native),,Full-time,High School,Shift Work,Needs Improvement,20,9,True,,,1985-08-08,North America
1fc15e4b-5ac6-4476-85b1-875160dd0eb7,4802786c-82dd-43e1-9412-75ee46bbbdee,Stéphane,Coulombe,M,Revenue Analyst,Sales & Marketing,Intermediate,2023-03-13,70840.97,7586.54,Day,stéphane.coulombe@luxuryhotels.com,+1-792-319-1699,Natalie Hoffman,Friend,+1-459-560-3641,"CRM Systems, Digital Marketing, Presentation Skills","French (Native), English (Fluent), Spanish (Basic), Russian (Intermediate)",,Full-time,High School,8-4,Meets Expectations,19,7,True,,,1996-08-20,North America
deb497dd-b120-4837-a49c-937fd28f8ab7,4802786c-82dd-43e1-9412-75ee46bbbdee,José,Matos,M,Event Planner,Sales & Marketing,Intermediate,2021-04-23,60329.49,3816.95,Day,josé.matos@hospitalitygroup.com,+1-420-579-9817,Justin Campbell,Spouse,+1-681-802-9741,"Negotiation, Digital Marketing, CRM Systems","Chinese (Native), English (Intermediate), Japanese (Basic)",,Seasonal,High School,Winter Only,Meets Expectations,18,5,True,,,1987-02-24,North America
75442d1d-2113-4364-b01b-4c117e8be11c,4802786c-82dd-43e1-9412-75ee46bbbdee,Alfonso,Rendón,F,Revenue Analyst,Sales & Marketing,Intermediate,2023-04-14,51632.63,3379.38,Day,arendón@luxuryhotels.com,+1-547-425-3017,Peggy George,Friend,+1-963-751-2135,"Presentation Skills, Digital Marketing",French (Native),,Full-time,Vocational Training,Shift Work,Unsatisfactory,16,7,True,,,1984-11-10,North America
7a777aef-a080-4699-ab7b-fd453e9bea19,4802786c-82dd-43e1-9412-75ee46bbbdee,Ruby,Rojas,F,Marketing Coordinator,Sales & Marketing,Intermediate,2024-03-01,62866.51,5504.86,Day,ruby.rojas@luxuryhotels.com,+1-723-930-3221,Kristi Randall,Spouse,+1-864-804-1539,"Digital Marketing, CRM Systems","Chinese (Native), Japanese (Fluent)",,Part-time,Master's Degree,20 hours/week,Meets Expectations,20,7,True,,,2003-04-06,North America
39e50024-c372-48df-8434-94b8e2936381,4802786c-82dd-43e1-9412-75ee46bbbdee,Daniel,Silva,M,Sales Executive,Sales & Marketing,Intermediate,2024-05-06,54307.71,5510.84,Day,daniel.silva@hospitalitygroup.com,+1-805-929-2513,John Carter,Sibling,+1-978-246-1121,"Negotiation, Digital Marketing, Presentation Skills","German (Native), Chinese (Basic)",,Full-time,Bachelor's Degree,Shift Work,Meets Expectations,15,7,True,,,1991-05-12,North America
085e4555-7e29-4559-bef7-68e917c1ac02,4802786c-82dd-43e1-9412-75ee46bbbdee,Rosalia,Macías,F,Marketing Coordinator,Sales & Marketing,Intermediate,2023-01-13,47876.06,3130.08,Day,rosaliam@hotelgroup.com,+1-565-201-1978,Nancy Jones,Friend,+1-931-614-9872,"Presentation Skills, Negotiation","German (Native), Chinese (Basic)",,Part-time,High School,20 hours/week,Meets Expectations,16,10,True,,,2002-06-26,North America
6957e5ec-3b38-4f3a-ba17-b2e61ebccdd6,4802786c-82dd-43e1-9412-75ee46bbbdee,Alonso,Domínguez,M,Security Director,Security,Executive,2016-06-02,342600.17,44789.97,Night,adomínguez@hotelgroup.com,+1-785-522-5137,Melissa Knox,Sibling,+1-383-586-6448,"Surveillance, Conflict Resolution",Chinese (Native),,Part-time,Vocational Training,30 hours/week,Meets Expectations,26,11,True,,,1985-12-03,North America
10871316-d683-4b16-b273-89b77bd8811c,4802786c-82dd-43e1-9412-75ee46bbbdee,Pedro,Urías,M,Security Supervisor,Security,Senior,2018-01-19,141588.03,24470.83,24-hour,pedro.urías@luxuryhotels.com,+1-392-371-9854,Louis Brady,Friend,+1-637-769-6927,"First Aid, Surveillance, Conflict Resolution, Emergency Procedures","Chinese (Native), English (Fluent), Spanish (Fluent), German (Intermediate)",,Full-time,High School,9-5,Exceeds Expectations,18,10,True,,,1990-07-18,North America
eacd94ea-9b5d-40cb-af02-a16cab9b8e59,4802786c-82dd-43e1-9412-75ee46bbbdee,Francisca,Henríquez,M,Security Guard,Security,Intermediate,2023-04-10,54901.73,6622.9,Rotating,fhenríquez@hospitalitygroup.com,+1-429-784-3934,Brandon Gomez,Sibling,+1-784-610-6396,"Surveillance, Emergency Procedures, First Aid","Spanish (Native), Arabic (Intermediate), Japanese (Intermediate), Russian (Fluent)",,Full-time,High School,9-5,Needs Improvement,16,5,True,,,1988-11-05,North America
463fbe9b-62c4-4b16-a79f-ab628e8975a4,4802786c-82dd-43e1-9412-75ee46bbbdee,Gérard,Desbiens,M,Security Supervisor,Security,Senior,2025-01-15,66429.56,7285.33,Rotating,gérard.desbiens@hospitalitygroup.com,+1-581-971-6402,Roy Sanchez,Spouse,+1-553-831-3076,"First Aid, Conflict Resolution, Surveillance, Emergency Procedures","Japanese (Native), English (Intermediate), Chinese (Fluent), Arabic (Fluent)",,Full-time,PhD,8-4,Meets Expectations,20,11,True,,,1987-04-11,North America
9d61c828-0236-49e4-8f4b-ba742a9f2327,4802786c-82dd-43e1-9412-75ee46bbbdee,Brooke,Fernandez,F,Security Guard,Security,Intermediate,2024-11-20,71832.16,10311.69,Rotating,bfernandez@luxuryhotels.com,+1-376-387-6077,Joel Arroyo,Friend,+1-220-623-9872,"Conflict Resolution, First Aid","English (Native), Japanese (Intermediate)",,Full-time,PhD,10-6,Meets Expectations,18,5,True,,,1989-05-14,North America
af7f8030-18b2-4627-aed1-b7154eaeb1a6,4802786c-82dd-43e1-9412-75ee46bbbdee,Regina,Williams,F,Security Supervisor,Security,Senior,2016-11-08,115980.12,14868.75,Night,reginaw@hospitalitygroup.com,+1-306-880-4585,Jennifer Byrd,Parent,+1-287-846-2946,"Surveillance, Emergency Procedures, Conflict Resolution, First Aid","Russian (Native), Japanese (Basic), Chinese (Intermediate), German (Fluent)",,Full-time,High School,10-6,Exceeds Expectations,18,5,True,,,1997-12-21,North America
a08f459d-53b7-471f-9548-1eea6727cdf1,4802786c-82dd-43e1-9412-75ee46bbbdee,Joel,Washington,M,Security Guard,Security,Intermediate,2018-05-09,88997.75,10919.48,Night,jwashington@hospitalitygroup.com,+1-647-900-3731,Melissa Russell,Sibling,+1-421-709-5951,"Conflict Resolution, Emergency Procedures, First Aid, Surveillance",Chinese (Native),,Full-time,High School,9-5,Meets Expectations,19,11,True,,,1996-10-08,North America
d3fcf1b7-2ed1-42b7-8dc2-e457c1136690,4802786c-82dd-43e1-9412-75ee46bbbdee,Thomas,Garner,M,CCTV Operator,Security,Intermediate,2017-08-04,57828.77,3245.34,Night,tgarner@hotelgroup.com,+1-830-387-6491,Ashley Jenkins DDS,Friend,+1-714-753-4735,"Conflict Resolution, Emergency Procedures, Surveillance, First Aid",Arabic (Native),,Full-time,Bachelor's Degree,9-5,Meets Expectations,18,8,True,,,1987-03-29,North America
