staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,hire_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,total_experience_years,company_tenure_years,skills,languages,certifications,previous_hotels_worked,employment_type,education_level,work_schedule,performance_rating,vacation_days_remaining,sick_days_remaining,is_active,termination_date,termination_reason,date_of_birth,nationality,emergency_contact_name,emergency_contact_phone
S0001004058,1f54f7fa-2970-49c4-802b-105de2e71374,Diane,Techer,F,Laundry Attendant,Housekeeping,Entry Level,2026-12-24,33500,1105.88,Morning,diane.techer@hotels.com,+1-540-949-6325,Annette Gonzalez,Spouse,+1-874-600-9573,1.8,0.1,"Inventory Management, Chemical Safety, Quality Control, Cleaning Techniques, Time Management, Organization","Spanish (Native), English (Basic), Japanese (Intermediate), French (Intermediate)",,2,Full-time,High School,3pm-11pm,Meets Expectations,6,7,True,,,1968-08-25,Europe,Annette Gonzalez,+1-874-600-9573
S0001004059,1f54f7fa-2970-49c4-802b-105de2e71374,Angela,Richards,F,Room Attendant,Housekeeping,Entry Level,2025-02-04,39000,3186.6,Afternoon,angelar@hotels.com,+1-626-473-5085,Kelly Hatfield,Friend,+1-939-972-7154,1.1,1.0,"Time Management, Attention to Detail, Cleaning Techniques, Quality Control, Inventory Management, Efficiency","English (Native), Arabic (Intermediate), French (Intermediate), German (Fluent)",,1,Full-time,High School,11pm-7am,Meets Expectations,14,12,True,,,1988-04-21,Europe,Kelly Hatfield,+1-939-972-7154
S0001004060,1f54f7fa-2970-49c4-802b-105de2e71374,Valentina,Russo,F,Housekeeping Supervisor,Housekeeping,Intermediate,2019-09-15,94600,5366.81,Morning,valentina.russo@hotels.com,+1-639-953-4713,Erin Jones,Partner,+1-221-806-4706,9.3,6.4,"Cleaning Techniques, Attention to Detail, Quality Control, Organization","English (Native), Chinese (Fluent), Russian (Intermediate), Arabic (Basic)",,2,Full-time,Vocational Training,11pm-7am,Unsatisfactory,19,6,True,,,1970-07-22,Europe,Erin Jones,+1-221-806-4706
S0001004061,1f54f7fa-2970-49c4-802b-105de2e71374,Irmtraut,Kensy,F,Public Area Cleaner,Housekeeping,Intermediate,2022-04-18,96700,9405.94,Morning,irmtraut.kensy@hospitalitygroup.com,+1-804-479-4928,Zachary Austin,Friend,+1-632-449-2636,9.8,3.8,"Attention to Detail, Quality Control, Chemical Safety","Russian (Native), Chinese (Basic)",,3,Full-time,High School,9am-5pm,Meets Expectations,10,7,True,,,1964-04-17,Europe,Zachary Austin,+1-632-449-2636
S0001004062,1f54f7fa-2970-49c4-802b-105de2e71374,Beverley,Stevens,F,Housekeeping Supervisor,Housekeeping,Intermediate,2020-09-19,74100,7855.53,Morning,bstevens@luxuryhotels.com,+1-577-884-6307,Connie Weaver,Partner,+1-619-202-2442,10.7,5.4,"Quality Control, Time Management, Efficiency, Attention to Detail",Arabic (Native),,0,Full-time,PhD,7am-3pm,Meets Expectations,23,12,True,,,1972-01-15,Europe,Connie Weaver,+1-619-202-2442
S0001004063,1f54f7fa-2970-49c4-802b-105de2e71374,Valerij,Söding,M,Housekeeper,Housekeeping,Entry Level,2026-03-21,46900,2766.67,Afternoon,valerij.söding82@luxuryhotels.com,+1-988-865-8424,Michelle Gutierrez,Spouse,+1-966-797-9600,0.6,0.1,"Inventory Management, Chemical Safety, Organization, Efficiency","French (Native), Chinese (Fluent), Arabic (Intermediate), German (Intermediate)",,1,Full-time,Master's Degree,11pm-7am,Meets Expectations,9,12,False,,Relocated,2000-02-25,Europe,Michelle Gutierrez,+1-966-797-9600
S0001004064,1f54f7fa-2970-49c4-802b-105de2e71374,Fridolin,Hartmann,M,Public Area Cleaner,Housekeeping,Intermediate,2023-03-23,78300,5674.8,Morning,fridolinh@luxuryhotels.com,+1-933-986-8344,Rodney Weaver,Parent,+1-290-234-4359,7.6,2.9,"Teamwork, Inventory Management, Organization",French (Native),,1,Full-time,High School,3pm-11pm,Meets Expectations,12,6,False,2025-03-15,Retired,1964-02-11,Europe,Rodney Weaver,+1-290-234-4359
S0001004065,1f54f7fa-2970-49c4-802b-105de2e71374,Piergiorgio,Villarosa,M,Housekeeper,Housekeeping,Entry Level,2023-09-15,41100,2007.78,Afternoon,pvillarosa@hotelgroup.com,+1-525-642-9447,Devin Rodriguez,Partner,+1-926-386-3789,3.3,2.4,"Efficiency, Attention to Detail, Teamwork, Quality Control, Cleaning Techniques",Arabic (Native),,4,Full-time,Bachelor's Degree,9am-5pm,Meets Expectations,15,9,False,2024-09-08,Retired,1991-05-17,Europe,Devin Rodriguez,+1-926-386-3789
S0001004066,1f54f7fa-2970-49c4-802b-105de2e71374,Pénélope,Couturier,F,Room Attendant,Housekeeping,Entry Level,2024-02-27,52000,2927.47,Morning,pénélope.couturier56@hotels.com,+1-462-855-9777,Amy Winters,Spouse,+1-585-270-2133,3.8,2.0,"Time Management, Inventory Management, Chemical Safety",Arabic (Native),,4,Seasonal,High School,Peak Season,Meets Expectations,14,12,False,2026-01-23,Relocated,1961-03-28,Europe,Amy Winters,+1-585-270-2133
S0001004067,1f54f7fa-2970-49c4-802b-105de2e71374,Alphonse,Guichard,M,Housekeeper,Housekeeping,Entry Level,2024-01-14,35700,5137.44,Morning,alphonseg@hospitalitygroup.com,+1-952-916-6477,Jason Johnson,Partner,+1-823-270-9712,3.5,2.1,"Cleaning Techniques, Organization, Efficiency, Quality Control, Inventory Management, Teamwork",Arabic (Native),,1,Full-time,High School,8am-4pm,Meets Expectations,12,5,True,,,1993-07-21,Europe,Jason Johnson,+1-823-270-9712
S0001004068,1f54f7fa-2970-49c4-802b-105de2e71374,Rosalva,Doménech,F,Laundry Attendant,Housekeeping,Entry Level,2026-04-17,40900,5398.81,Afternoon,rosalva.doménech@hospitalitygroup.com,+1-940-807-2236,Joe Hamilton,Parent,+1-843-380-4769,0.7,0.1,"Attention to Detail, Quality Control, Chemical Safety, Time Management, Inventory Management",Russian (Native),,3,Full-time,Bachelor's Degree,9am-5pm,Meets Expectations,7,5,True,,,2004-03-12,Europe,Joe Hamilton,+1-843-380-4769
S0001004069,1f54f7fa-2970-49c4-802b-105de2e71374,Heidemarie,Binner,F,Housekeeping Supervisor,Housekeeping,Intermediate,2025-04-11,60200,4606.44,Afternoon,heidemarie.binner49@hotelgroup.com,+1-329-834-6941,Sheri Burnett,Sibling,+1-852-438-2307,2.9,0.8,"Chemical Safety, Quality Control, Organization, Attention to Detail","German (Native), Spanish (Basic), French (Basic)",,2,Full-time,High School,3pm-11pm,Meets Expectations,9,8,True,,,1994-07-07,Europe,Sheri Burnett,+1-852-438-2307
S0001004070,1f54f7fa-2970-49c4-802b-105de2e71374,Palmira,Cobos,F,F&B Director,Food & Beverage,Managerial,2016-05-16,116800,13663.58,Afternoon,palmira.cobos@hotelgroup.com,+1-737-569-9928,Robert Powers,Spouse,+1-273-414-9655,18.1,9.7,"Inventory Control, Table Service, Culinary Skills, Sanitation, Wine Knowledge, Mixology",Russian (Native),,0,Full-time,High School,8am-4pm,Meets Expectations,21,12,True,,,1997-07-22,Europe,Robert Powers,+1-273-414-9655
S0001004071,1f54f7fa-2970-49c4-802b-105de2e71374,Yago,Villalonga,M,Line Cook,Food & Beverage,Intermediate,2025-10-24,58400,3393.8,Night,yagov@hospitalitygroup.com,+1-333-640-2469,Amber Warren,Sibling,+1-966-977-3187,6.3,0.3,"Mixology, Wine Knowledge, Menu Planning, Table Service, Food Safety, Inventory Control",Spanish (Native),,1,Full-time,High School,9am-5pm,Meets Expectations,10,8,True,,,1987-03-04,Europe,Amber Warren,+1-966-977-3187
S0001004072,1f54f7fa-2970-49c4-802b-105de2e71374,Denise,Gautier,F,Restaurant Manager,Food & Beverage,Senior,2023-12-24,94700,7810.32,Night,denise.gautier37@hospitalitygroup.com,+1-798-788-3116,Robin Martin,Spouse,+1-206-766-3418,11.6,2.1,"Culinary Skills, Customer Service, Sanitation, Inventory Control, Table Service",French (Native),"First Aid Certified, Food Handler",2,Part-time,High School,20 hours/week,Meets Expectations,15,12,True,,,1982-03-16,Europe,Robin Martin,+1-206-766-3418
S0001004073,1f54f7fa-2970-49c4-802b-105de2e71374,Patricia,Orozco,F,Sous Chef,Food & Beverage,Senior,2021-09-11,107000,9688.43,Morning,porozco@hotels.com,+1-601-470-6586,Robert Romero,Spouse,+1-738-923-1810,13.7,4.4,"Customer Service, Culinary Skills, Table Service, Menu Planning, Sanitation, Wine Knowledge","English (Native), Arabic (Intermediate), Russian (Intermediate)","First Aid Certified, Food Handler",3,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,11,6,True,,,2001-10-27,Europe,Robert Romero,+1-738-923-1810
S0001004074,1f54f7fa-2970-49c4-802b-105de2e71374,Paulette,Reynaud,F,Pastry Chef,Food & Beverage,Intermediate,2025-09-15,80400,9098.13,Afternoon,paulette.reynaud@luxuryhotels.com,+1-685-709-5639,John Bradshaw,Spouse,+1-418-810-5120,6.0,0.4,"Customer Service, Menu Planning, Wine Knowledge, Table Service","Arabic (Native), German (Fluent)",,3,Full-time,High School,11pm-7am,Meets Expectations,7,8,True,,,1983-06-28,Europe,John Bradshaw,+1-418-810-5120
S0001004075,1f54f7fa-2970-49c4-802b-105de2e71374,Apollonia,Thies,F,Pastry Chef,Food & Beverage,Intermediate,2020-01-03,102200,8924.72,Split,apollonia.thies@hotels.com,+1-626-825-4707,William Liu,Parent,+1-333-903-7784,9.5,6.1,"Menu Planning, Customer Service, Sanitation, Culinary Skills, Table Service, Food Safety","Russian (Native), Spanish (Intermediate), Japanese (Fluent), English (Basic)",,2,Part-time,Bachelor's Degree,30 hours/week,Meets Expectations,15,7,False,2021-05-17,Retired,1958-08-05,Europe,William Liu,+1-333-903-7784
S0001004076,1f54f7fa-2970-49c4-802b-105de2e71374,Louis,Parker,M,Sous Chef,Food & Beverage,Senior,2018-10-07,107000,9142.02,Split,louis.parker@hospitalitygroup.com,+1-344-573-6080,Destiny Lopez,Spouse,+1-638-431-1615,18.4,7.3,"Sanitation, Menu Planning, Food Safety, Customer Service, Inventory Control, Mixology",French (Native),,4,Full-time,High School,11pm-7am,Exceeds Expectations,15,7,True,,,1967-02-08,Europe,Destiny Lopez,+1-638-431-1615
S0001004077,1f54f7fa-2970-49c4-802b-105de2e71374,Ismael,Mora,M,Restaurant Manager,Food & Beverage,Senior,2018-02-05,103900,5519.17,Morning,imora@hotels.com,+1-776-334-3982,Michelle Dunn,Parent,+1-343-993-3775,14.7,8.0,"Mixology, Inventory Control, Table Service","Russian (Native), Chinese (Intermediate)",Wine & Spirits Certification,0,Part-time,Vocational Training,Evenings,Meets Expectations,19,8,True,,,1969-12-16,Europe,Michelle Dunn,+1-343-993-3775
S0001004078,1f54f7fa-2970-49c4-802b-105de2e71374,Jason,May,M,Line Cook,Food & Beverage,Intermediate,2018-10-10,89600,10518.75,Afternoon,jason.may46@hospitalitygroup.com,+1-495-631-1860,Nicole Mathews,Sibling,+1-938-849-2282,11.7,7.3,"Menu Planning, Inventory Control, Table Service",English (Native),,4,Full-time,Vocational Training,8am-4pm,Needs Improvement,20,8,True,,,1958-03-20,Europe,Nicole Mathews,+1-938-849-2282
S0001004079,1f54f7fa-2970-49c4-802b-105de2e71374,Glenn,Russell,M,Pastry Chef,Food & Beverage,Intermediate,2023-01-16,89900,13305.84,Night,glenn.russell@hotels.com,+1-452-883-7284,Caitlin Bond MD,Sibling,+1-353-447-2208,6.8,3.1,"Culinary Skills, Inventory Control, Sanitation, Food Safety","Spanish (Native), Arabic (Basic), Russian (Basic), English (Basic)",,0,Full-time,High School,3pm-11pm,Meets Expectations,14,7,True,,,1973-08-20,Europe,Caitlin Bond MD,+1-353-447-2208
S0001004080,1f54f7fa-2970-49c4-802b-105de2e71374,Elmar,Pergande,M,Barista,Food & Beverage,Intermediate,2022-08-13,71200,7311.71,Afternoon,epergande@hotelgroup.com,+1-822-389-8731,Traci Cox,Sibling,+1-858-687-3304,6.8,3.5,"Sanitation, Table Service, Wine Knowledge, Culinary Skills, Mixology","Arabic (Native), German (Intermediate)",,3,Part-time,High School,30 hours/week,Meets Expectations,11,9,True,,,1996-12-07,Europe,Traci Cox,+1-858-687-3304
S0001004081,1f54f7fa-2970-49c4-802b-105de2e71374,Sam,Pearson,M,Line Cook,Food & Beverage,Intermediate,2023-11-24,81500,9612.16,Afternoon,sam.pearson@hotelgroup.com,+1-496-281-4449,Dakota Bates,Partner,+1-349-644-8881,4.6,2.2,"Table Service, Culinary Skills, Mixology",German (Native),,3,Full-time,High School,9am-5pm,Meets Expectations,11,5,True,,,1969-07-26,Europe,Dakota Bates,+1-349-644-8881
S0001004082,1f54f7fa-2970-49c4-802b-105de2e71374,Kayleigh,Williams,F,Sous Chef,Food & Beverage,Senior,2018-10-08,120600,14085.93,Morning,kwilliams@luxuryhotels.com,+1-802-501-2551,Emily Potter,Parent,+1-354-379-9163,17.9,7.3,"Mixology, Inventory Control, Food Safety",Spanish (Native),,4,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,19,12,True,,,1976-06-08,Europe,Emily Potter,+1-354-379-9163
S0001004083,1f54f7fa-2970-49c4-802b-105de2e71374,Paulette,David,F,Restaurant Manager,Food & Beverage,Senior,2024-08-22,124100,11300.47,Split,paulette.david21@hospitalitygroup.com,+1-546-945-6205,Molly Villegas,Parent,+1-808-490-9012,12.7,1.5,"Culinary Skills, Sanitation, Table Service, Menu Planning",Russian (Native),"First Aid Certified, Food Handler",0,Part-time,High School,Evenings,Needs Improvement,11,7,True,,,1980-02-24,Europe,Molly Villegas,+1-808-490-9012
S0001004084,1f54f7fa-2970-49c4-802b-105de2e71374,Wally,Eberth,F,Barista,Food & Beverage,Intermediate,2020-08-20,72500,7866.52,Morning,wallye@hotelgroup.com,+1-391-527-3601,Cynthia Cook,Sibling,+1-632-273-8013,11.6,5.5,"Inventory Control, Mixology, Sanitation, Table Service, Wine Knowledge",English (Native),,3,Full-time,High School,8am-4pm,Needs Improvement,17,7,True,,,1981-06-24,Europe,Cynthia Cook,+1-632-273-8013
S0001004085,1f54f7fa-2970-49c4-802b-105de2e71374,Detlev,Conradi,M,Barista,Food & Beverage,Intermediate,2023-04-17,66500,5694.0,Morning,dconradi@luxuryhotels.com,+1-286-994-6372,Sherri Carlson,Friend,+1-286-666-5759,5.0,2.8,"Culinary Skills, Table Service, Mixology, Customer Service, Wine Knowledge, Inventory Control","Arabic (Native), Spanish (Basic), Chinese (Basic)",,2,Part-time,Bachelor's Degree,Evenings,Unsatisfactory,12,10,True,,,1974-06-26,Europe,Sherri Carlson,+1-286-666-5759
S0001004086,1f54f7fa-2970-49c4-802b-105de2e71374,Dagmar,Gehringer,F,Waiter/Waitress,Food & Beverage,Junior,2023-04-12,57700,7940.25,Night,dgehringer@hospitalitygroup.com,+1-775-855-5520,Juan Martin,Friend,+1-969-760-8414,5.2,2.8,"Table Service, Menu Planning, Culinary Skills, Wine Knowledge, Customer Service, Food Safety",Arabic (Native),,4,Full-time,PhD,9am-5pm,Exceeds Expectations,12,9,True,,,1962-02-23,Europe,Juan Martin,+1-969-760-8414
S0001004087,1f54f7fa-2970-49c4-802b-105de2e71374,Grete,Hölzenbecher,F,Line Cook,Food & Beverage,Intermediate,2023-09-28,72300,6235.7,Afternoon,ghölzenbecher@hospitalitygroup.com,+1-246-245-4831,Tammy Whitney,Spouse,+1-877-419-1735,8.3,2.4,"Culinary Skills, Menu Planning, Inventory Control, Food Safety","Japanese (Native), Russian (Intermediate), Spanish (Basic), Chinese (Intermediate)",,4,Seasonal,High School,Peak Season,Exceeds Expectations,10,9,True,,,1970-07-21,Europe,Tammy Whitney,+1-877-419-1735
S0001004088,1f54f7fa-2970-49c4-802b-105de2e71374,Aldo,Trombetta,M,Line Cook,Food & Beverage,Intermediate,2022-08-28,80400,7350.63,Morning,atrombetta@hotels.com,+1-383-493-1623,John Prince,Parent,+1-638-362-7943,8.4,3.5,"Culinary Skills, Sanitation, Inventory Control",Chinese (Native),,2,Part-time,Bachelor's Degree,30 hours/week,Needs Improvement,11,8,False,2023-10-15,Terminated,1997-04-24,Europe,John Prince,+1-638-362-7943
S0001004089,1f54f7fa-2970-49c4-802b-105de2e71374,Iris,Sager,F,Bartender,Food & Beverage,Intermediate,2025-09-12,71000,10332.21,Night,isager@luxuryhotels.com,+1-624-471-7029,Kaitlyn Green,Spouse,+1-748-789-5426,2.9,0.4,"Menu Planning, Sanitation, Culinary Skills, Table Service, Mixology","German (Native), English (Basic)",,0,Full-time,Vocational Training,8am-4pm,Unsatisfactory,6,10,True,,,1977-02-11,Europe,Kaitlyn Green,+1-748-789-5426
S0001004090,1f54f7fa-2970-49c4-802b-105de2e71374,Antoine,Salmon,M,Sous Chef,Food & Beverage,Senior,2020-06-26,131400,16960.12,Night,antoine.salmon@luxuryhotels.com,+1-643-451-2722,Dennis Fuentes,Parent,+1-556-786-3440,17.2,5.6,"Customer Service, Menu Planning, Mixology, Wine Knowledge, Table Service",Chinese (Native),"Wine & Spirits Certification, First Aid Certified",0,Part-time,Bachelor's Degree,Weekends Only,Meets Expectations,23,11,True,,,1989-08-20,Europe,Dennis Fuentes,+1-556-786-3440
S0001004091,1f54f7fa-2970-49c4-802b-105de2e71374,Greca,Caracciolo,F,Pastry Chef,Food & Beverage,Intermediate,2024-06-14,57900,6538.12,Night,gcaracciolo@hospitalitygroup.com,+1-250-680-6029,Jesus Jenkins,Spouse,+1-213-594-1051,4.6,1.7,"Inventory Control, Sanitation, Menu Planning",Spanish (Native),,0,Full-time,High School,8am-4pm,Meets Expectations,10,11,True,,,2004-08-16,Europe,Jesus Jenkins,+1-213-594-1051
S0001004092,1f54f7fa-2970-49c4-802b-105de2e71374,Célina,Lambert,F,Bartender,Food & Beverage,Intermediate,2025-09-04,75300,10902.04,Morning,célina.lambert70@hotelgroup.com,+1-220-283-5863,Kevin Sanders,Friend,+1-551-994-7229,3.1,0.4,"Mixology, Culinary Skills, Inventory Control",Chinese (Native),,0,Full-time,Vocational Training,7am-3pm,Meets Expectations,10,7,True,,,1987-10-07,Europe,Kevin Sanders,+1-551-994-7229
S0001004093,1f54f7fa-2970-49c4-802b-105de2e71374,Dino,Zampa,M,Restaurant Manager,Food & Beverage,Senior,2025-06-15,117600,9941.55,Afternoon,dzampa@hotels.com,+1-332-998-9952,Anthony Calderon,Partner,+1-285-491-9412,5.7,0.7,"Inventory Control, Culinary Skills, Customer Service","English (Native), Japanese (Basic), Spanish (Fluent)",,0,Seasonal,Bachelor's Degree,Summer Only,Needs Improvement,6,10,True,,,1995-11-14,Europe,Anthony Calderon,+1-285-491-9412
S0001004094,1f54f7fa-2970-49c4-802b-105de2e71374,Diana,Ceschi,F,Barista,Food & Beverage,Intermediate,2023-02-10,64900,9669.53,Morning,diana.ceschi@hotelgroup.com,+1-493-843-1642,Emily Potter,Spouse,+1-918-530-2563,6.0,3.0,"Mixology, Menu Planning, Culinary Skills, Customer Service, Table Service, Wine Knowledge",German (Native),,3,Part-time,Vocational Training,30 hours/week,Meets Expectations,15,6,True,,,1980-06-05,Europe,Emily Potter,+1-918-530-2563
S0001004095,1f54f7fa-2970-49c4-802b-105de2e71374,Efraín,Gallego,M,Pastry Chef,Food & Beverage,Intermediate,2024-10-26,87000,3167.94,Afternoon,efraín.gallego@hospitalitygroup.com,+1-487-939-9959,Sarah Shaffer,Parent,+1-659-822-6943,5.1,1.3,"Inventory Control, Culinary Skills, Sanitation, Mixology, Menu Planning","English (Native), German (Intermediate), Arabic (Basic), Chinese (Basic)",,3,Full-time,Vocational Training,3pm-11pm,Meets Expectations,15,8,True,,,1998-02-09,Europe,Sarah Shaffer,+1-659-822-6943
S0001004096,1f54f7fa-2970-49c4-802b-105de2e71374,Pancho,Perera,M,General Manager,Management,Executive,2024-05-24,287300,34324.29,Day,pancho.perera27@hotelgroup.com,+1-460-392-2328,William Snyder,Parent,+1-720-299-4479,8.8,1.7,"Strategic Planning, Budgeting, Leadership, Human Resources, Operations Management, Team Management","English (Native), Spanish (Basic)",CHIA,1,Full-time,Vocational Training,11pm-7am,Meets Expectations,15,8,True,,,1985-08-22,Europe,William Snyder,+1-720-299-4479
S0001004097,1f54f7fa-2970-49c4-802b-105de2e71374,Marciano,Verdejo,M,Operations Manager,Management,Executive,2023-11-27,204400,26900.99,Day,marcianov@hospitalitygroup.com,+1-458-926-1454,Brittany Cole,Parent,+1-649-434-4074,9.3,2.2,"Financial Analysis, Leadership, Budgeting, Strategic Planning, Human Resources","German (Native), Spanish (Fluent), English (Basic), Chinese (Basic)","Hotel Management Certificate, CPR Certified, Certified Hotel Administrator",2,Full-time,High School,8am-4pm,Meets Expectations,15,5,True,,,2003-04-13,Europe,Brittany Cole,+1-649-434-4074
S0001004098,1f54f7fa-2970-49c4-802b-105de2e71374,Bernard,Scott,M,Operations Manager,Management,Executive,2023-03-10,326000,46777.46,Day,bernards@hospitalitygroup.com,+1-729-518-4890,Joy Cummings,Partner,+1-671-243-7509,14.3,2.9,"Team Management, Project Management, Budgeting","German (Native), Japanese (Intermediate), Arabic (Fluent), Chinese (Intermediate)","Hotel Management Certificate, Certified Hotel Administrator",0,Part-time,High School,Weekends Only,Meets Expectations,10,8,True,,,1970-04-11,Europe,Joy Cummings,+1-671-243-7509
S0001004099,1f54f7fa-2970-49c4-802b-105de2e71374,Calixto,Aguado,M,Assistant Manager,Management,Managerial,2017-05-15,215200,8028.58,Day,calixto.aguado@hotels.com,+1-957-351-9487,Angie Hamilton,Partner,+1-327-815-5277,14.9,8.7,"Budgeting, Strategic Planning, Team Management, Human Resources, Project Management","Chinese (Native), Russian (Intermediate), Japanese (Fluent)","CPR Certified, Certified Hotel Administrator, ServSafe",2,Full-time,Vocational Training,9am-5pm,Meets Expectations,18,5,True,,,1974-06-06,Europe,Angie Hamilton,+1-327-815-5277
S0001004100,1f54f7fa-2970-49c4-802b-105de2e71374,Sergej,Knappe,M,Assistant Manager,Management,Managerial,2015-04-01,148800,11842.8,Day,sergej.knappe@hotels.com,+1-277-400-1775,Thomas Nielsen,Sibling,+1-330-325-5017,19.0,10.9,"Strategic Planning, Budgeting, Team Management, Financial Analysis","Japanese (Native), Chinese (Fluent)",,3,Full-time,High School,8am-4pm,Meets Expectations,23,11,True,,,1952-09-12,Europe,Thomas Nielsen,+1-330-325-5017
S0001004101,1f54f7fa-2970-49c4-802b-105de2e71374,Aloys,Conradi,M,Assistant Manager,Management,Managerial,2015-09-21,130800,6248.39,Day,aloys.conradi91@hospitalitygroup.com,+1-402-978-3172,Jeremy Williamson,Spouse,+1-406-361-5425,16.4,10.4,"Budgeting, Project Management, Human Resources",Spanish (Native),"ServSafe, Hotel Management Certificate, Food Safety Manager",3,Full-time,Vocational Training,8am-4pm,Exceeds Expectations,21,11,True,,,1984-08-22,Europe,Jeremy Williamson,+1-406-361-5425
S0001004102,1f54f7fa-2970-49c4-802b-105de2e71374,Edu,Rosado,M,Assistant Manager,Management,Managerial,2020-02-07,136900,9310.28,Day,edu.rosado75@hotels.com,+1-774-761-4484,Justin Williams,Spouse,+1-338-414-9480,15.3,6.0,"Operations Management, Strategic Planning, Project Management, Team Management, Financial Analysis","Spanish (Native), Russian (Basic), German (Intermediate)","Certified Hotel Administrator, Food Safety Manager, ServSafe",1,Full-time,High School,9am-5pm,Exceeds Expectations,17,10,True,,,1960-04-03,Europe,Justin Williams,+1-338-414-9480
S0001004103,1f54f7fa-2970-49c4-802b-105de2e71374,Ewald,Mühle,M,Revenue Manager,Management,Executive,2023-12-16,319200,15526.53,Day,ewaldm@hotels.com,+1-281-209-9239,Jennifer Durham,Spouse,+1-547-738-1342,9.2,2.2,"Financial Analysis, Budgeting, Operations Management, Leadership",Arabic (Native),"Hotel Management Certificate, ServSafe",1,Full-time,High School,7am-3pm,Meets Expectations,12,8,True,,,1992-07-14,Europe,Jennifer Durham,+1-547-738-1342
S0001004104,1f54f7fa-2970-49c4-802b-105de2e71374,Timoteo,Ariño,M,Revenue Manager,Management,Executive,2015-03-10,273600,14851.93,Day,timoteoa@hospitalitygroup.com,+1-847-373-8946,Tony French,Parent,+1-331-512-5119,17.3,10.9,"Human Resources, Strategic Planning, Project Management","French (Native), Chinese (Fluent), English (Basic)","ServSafe, CHIA",4,Part-time,High School,Weekends Only,Meets Expectations,15,8,True,,,1996-02-20,Europe,Tony French,+1-331-512-5119
S0001004105,1f54f7fa-2970-49c4-802b-105de2e71374,Olivier,Traore,M,Operations Manager,Management,Executive,2021-10-07,147900,15636.46,Day,otraore@hotels.com,+1-566-903-1189,Erin Cobb,Parent,+1-609-534-6068,15.5,4.3,"Budgeting, Team Management, Human Resources, Operations Management, Leadership, Financial Analysis","Chinese (Native), German (Basic), Russian (Fluent), Japanese (Basic)","Certified Hotel Administrator, CRDE, CHIA",1,Full-time,High School,10am-6pm,Meets Expectations,14,6,True,,,1990-04-03,Europe,Erin Cobb,+1-609-534-6068
S0001004106,1f54f7fa-2970-49c4-802b-105de2e71374,Jose Ramón,Bayo,M,Chief Engineer,Maintenance,Executive,2017-06-21,262600,20168.62,Day,jose ramón.bayo@hotels.com,+1-781-695-2984,Jeffrey Young,Friend,+1-403-780-8711,17.4,8.6,"Equipment Repair, Technical Skills, Carpentry, Plumbing, Preventive Maintenance, Safety Procedures","Russian (Native), French (Intermediate)",,2,Full-time,Master's Degree,7am-3pm,Meets Expectations,17,10,True,,,1959-04-22,Europe,Jeffrey Young,+1-403-780-8711
S0001004107,1f54f7fa-2970-49c4-802b-105de2e71374,Elizabeth,Perkins,F,Maintenance Technician,Maintenance,Junior,2025-03-21,59500,3196.91,Day,elizabeth.perkins12@hotels.com,+1-256-642-8492,Jamie Hill,Friend,+1-790-904-2192,4.1,0.9,"Preventive Maintenance, Painting, Plumbing",Spanish (Native),,4,Part-time,Vocational Training,Evenings,Unsatisfactory,5,8,True,,,1963-03-06,Europe,Jamie Hill,+1-790-904-2192
S0001004108,1f54f7fa-2970-49c4-802b-105de2e71374,Hugues,Simon,M,Maintenance Technician,Maintenance,Junior,2024-02-19,52800,1919.66,On-Call,hsimon@hotels.com,+1-316-560-7054,Gary Sawyer,Partner,+1-307-438-8661,5.7,2.0,"HVAC Systems, Carpentry, Painting, Equipment Repair, Plumbing, Electrical Systems","German (Native), English (Basic)",,0,Full-time,High School,3pm-11pm,Meets Expectations,13,10,True,,,1999-09-11,Europe,Gary Sawyer,+1-307-438-8661
S0001004109,1f54f7fa-2970-49c4-802b-105de2e71374,Margot,Gautier,F,Groundskeeper,Maintenance,Intermediate,2024-06-04,96600,9232.62,On-Call,margot.gautier86@hotelgroup.com,+1-842-738-4456,Christine Williams,Partner,+1-600-243-2122,7.8,1.7,"Electrical Systems, Carpentry, Painting, Plumbing","Chinese (Native), French (Basic), Japanese (Fluent)",,3,Full-time,Vocational Training,10am-6pm,Meets Expectations,13,12,True,,,1959-06-21,Europe,Christine Williams,+1-600-243-2122
S0001004110,1f54f7fa-2970-49c4-802b-105de2e71374,Auguste,Teixeira,M,Groundskeeper,Maintenance,Intermediate,2019-07-23,83600,10099.84,On-Call,auguste.teixeira89@hotelgroup.com,+1-481-241-5061,Glenda Griffin,Parent,+1-543-421-8557,10.0,6.6,"Preventive Maintenance, Electrical Systems, Plumbing",Russian (Native),,3,Full-time,Bachelor's Degree,7am-3pm,Meets Expectations,25,12,True,,,1957-09-15,Europe,Glenda Griffin,+1-543-421-8557
